 ,0.6931471805599453,0
A,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
B,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
C,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
D,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
E,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
F,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
G,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
H,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
I,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
J,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
K,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
L,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
M,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
N,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
O,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
P,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
Q,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
R,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
S,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
T,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
U,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
V,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
W,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
X,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
Y,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,2,0.6931471805599453,0
